LOCATION,ADDRESS,BIKE_PARKING,PLACEMENT,RACKS,SPACES,1_STATUS,2_STATUS_HIGH_LEVEL,3_STATUS_DETAIL,4_STATUS_DESCRIPTION,5_ACTING_AGENT,6_ACTION,INSTALLED_BY,YR_INSTALLED,COORDINATES
UrbanCore Development,457 10TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.771068, -122.410205)"
Blowfish Sushi,2170 BRYANT ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.759442, -122.410179)"
residential,293 08TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.77529618, -122.41007420)"
Leather Etc.,1201 FOLSOM ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.774668, -122.410050)"
_undetermined,972 MARKET ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.783035, -122.409950)"
_undetermined,1186 FOLSOM ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2000,"(37.775470, -122.409866)"
St. Lukes Monteagle Medical Center,968 MARKET ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.783072, -122.409823)"
Serve-U Market,2750 21ST ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.757799, -122.409798)"
_undetermined,430 09TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.771949, -122.409791)"
_undetermined,430 09TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.771949, -122.409791)"
Medical/Dental building,490 POST ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.788407, -122.409757)"
Lennon Rehearsal & Music Center,266 DORE ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.771061, -122.409740)"
_undetermined,2601 MARIPOSA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.762611, -122.409719)"
La Boulange Cafe & Bakery,543 COLUMBUS AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.799669, -122.409665)"
La Boulange Cafe & Bakery,543 COLUMBUS AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2005,"(37.799669, -122.409665)"
_undetermined,340 MASON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.786968, -122.409656)"
El Metate Taqueria,2406 BRYANT ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.755761, -122.409600)"
Local's Corner,2500 BRYANT ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.754253, -122.409588)"
L'S Caffe,2871 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.752545, -122.409583)"
L's Caffe,2871 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.752545, -122.409583)"
Steven Wolf Fine Arts,2747 19TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.759660, -122.409533)"
Blick Arts Materials,979 MARKET ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.782281, -122.409531)"
North Beach Garage,735 VALLEJO ST,RACK,GARAGE,10,20,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,city-owned garage,unknown,"(37.798305, -122.409527)"
_undetermined,312 MASON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.786500, -122.409517)"
ROMA Design,1527 STOCKTON ST,RACK,SIDEWALK,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,private (publicly accessible),2013,"(37.800066, -122.409416)"
Gama-Go,335 08TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.774976, -122.409386)"
Prelinger Library,301 08TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.774976, -122.409386)"
Prelinger Library,301 08TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.774976, -122.409386)"
Galeria de la Raza,2857 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.75251838, -122.40933529)"
Galeria de la Raza,2857 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.75251838, -122.40933529)"
Progressive Grounds Cafe,2301 BRYANT ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.757477, -122.409301)"
Progressive Grounds Cafe,2301 BRYANT ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.757477, -122.409301)"
_undetermined,969 MARKET ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.782520, -122.409229)"
residential,302 MONTCALM ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.745856, -122.409227)"
Benjamini Associates,720 YORK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.759826, -122.409203)"
_undetermined,720 YORK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.759826, -122.409203)"
Puerto Alegre,2950 25TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.751378, -122.409183)"
Cup and Cakes Bakery,451 09TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.772118, -122.409109)"
Bloodhound,2501 BRYANT ST,RACK,SIDEWALK,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.754180, -122.409029)"
_undetermined,1640 STOCKTON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.801010, -122.408941)"
Lori's Dinner,500 SUTTER ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.789439, -122.408893)"
Cozy Cable Car Cafe,519 POWELL ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.78943926, -122.40889284)"
_undetermined,2 GOETTINGEN ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.731129, -122.408874)"
Morton's the Steakhouse,400 POST ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.788494, -122.408830)"
Radio Shack,942 MARKET ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.783768, -122.408823)"
Samy's Liquors,2845 24TH ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.752592, -122.408791)"
_undetermined,945 MARKET ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.782887, -122.408778)"
NextSpace,1 HALLIDIE PLZ,RACK,SIDEWALK,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.784131, -122.408771)"
Jay'n Bee Club,2736 20TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2005,"(37.75947198, -122.40874131)"
North East Medical Services,1520 STOCKTON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.799941, -122.408725)"
Five Markets,2824 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.753053, -122.408705)"
"Socratic Technologies, Inc.",2505 MARIPOSA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.762892, -122.408689)"
"Socratic Technologies, Inc.",2505 MARIPOSA ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.762892, -122.408689)"
Mr S Leather,385 08TH ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.774253, -122.408627)"
Roosevelt Tamale Parlor,2817 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.752632, -122.408587)"
Slow Club,2501 MARIPOSA ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.762781, -122.408549)"
Cooactive Health Communications,2600 18TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.762136, -122.408479)"
Green Depot,1090 BRYANT ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.771676, -122.408474)"
small grocery,1306 STOCKTON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.797860, -122.408426)"
Victoria Pastry,1362 STOCKTON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.798432, -122.408421)"
Columbus Cafe,562 GREEN ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.799763, -122.408410)"
_undetermined,1129 FOLSOM ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.775988, -122.408373)"
St Francis Fountain and Diner,2801 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2005,"(37.752647, -122.408344)"
Cykel,548 UNION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.800723, -122.408336)"
_undetermined,211 POWELL ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.786612, -122.408326)"
Walgreens,135 POWELL ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.786006, -122.408294)"
DIAKADI Body Personal Training and Wellness Center,290 DIVISION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2000,"(37.769512, -122.408256)"
mulitple,290 DIVISION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2005,"(37.769512, -122.408256)"
MUJI,540 09TH ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.770559, -122.408183)"
Runaway Films,2440 MARIPOSA ST,RACK,SIDEWALK,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.763384, -122.408102)"
Nani's Day Care,1456 YORK ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.748903, -122.408090)"
Rasputin Music,111 ELLIS ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.785306, -122.408067)"
San Francisco HIV Prevention Project,117 06TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.780857, -122.408056)"
San Francisco HIV Prevention Project,117 06TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.780857, -122.408056)"
Marshall's / Sports Basement / Stantec / multiple,901 MARKET ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.783470, -122.408041)"
Marshall's / Sports Basement / Stantec / multiple,901 MARKET ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.783470, -122.408041)"
San Francisco Green Party,1028 HOWARD ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.779469, -122.407922)"
ASN Natural Stone,2415 17TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.764156, -122.407910)"
_undetermined,440 POTRERO AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.764156, -122.407910)"
Mission Rehearsal Studios,76 MOSS ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.777418, -122.407890)"
Visitacion Valley Library,201 LELAND AVE,RACK,SIDEWALK,5,10,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,contractor,2009,"(37.712455, -122.407886)"
_undetermined,230 POWELL ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.786876, -122.407870)"
Barbary Coast,950 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.782056, -122.407859)"
Medical / Dental building,450 SUTTER ST ,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.789657, -122.407834)"
Medical / Dental building,450 SUTTER ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.789657, -122.407834)"
_undetermined,106 POWELL ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.785770, -122.407677)"
Sodini's Green Valley Restaurant,510 GREEN ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.799847, -122.407650)"
Mi Tierra Supermarket,1000 HOWARD ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.779704, -122.407597)"
Johnson & Murphy,333 POST ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.78793122, -122.40750049)"
Union Square,333 POST ST,RACK,PARCEL,14,28,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,city-owned garage,unknown,"(37.787931, -122.407500)"
_undetermined,610 VALLEJO ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.798890, -122.407429)"
Flood Building,870 MARKET ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.785111, -122.407423)"
Anthropologie,880 MARKET ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.785111, -122.407423)"
JT Restaurant and Catering,953 MISSION ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.781553, -122.407365)"
Macys,170 OFARRELL ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.78679591, -122.40736346)"
Macy's,170 OFARRELL ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.78679591, -122.40736346)"
_undetermined,1070 FOLSOM ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2005,"(37.777447, -122.407351)"
Buster's Cheesesteak,366 COLUMBUS AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.798565, -122.407348)"
residential,185 LELAND AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,contractor,2009,"(37.712278, -122.407209)"
SF Guitarworks,323 POTRERO AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.765385, -122.407164)"
Westfield Centre,865 MARKET ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.783947, -122.407158)"
Westfield Centre,865 MARKET ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.783947, -122.407158)"
Westfield Centre,865 MARKET ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.783947, -122.407158)"
laundromat,186 LELAND AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,contractor,2009,"(37.712667, -122.407114)"
PUMA store,856 MARKET ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.785155, -122.407100)"
Ellis - O'Farrell Garage,123 OFARRELL ST,RACK,GARAGE,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,city-owned garage,unknown,"(37.78604121, -122.40709853)"
Ellis - O'Farrell Garage,123 OFARRELL ST,LOCKER,GARAGE,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.78604121, -122.40709853)"
_undetermined,491 POTRERO AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.763358, -122.406967)"
La Paz Restaurant.,1028 POTRERO AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.755610, -122.406929)"
_undetermined,159 LELAND AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,contractor,2009,"(37.712177, -122.406900)"
Sutter - Stockton Garage,444 STOCKTON ST,RACK,GARAGE,32,64,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,city-owned garage,unknown,"(37.790126, -122.406740)"
Sutter - Stockton Garage,444 STOCKTON ST,LOCKER,GARAGE,8,16,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.790126, -122.406740)"
New Nothing Cinema,16 SHERMAN ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.776936, -122.406713)"
_undetermined,1040 FOLSOM ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.777956, -122.406706)"
Nutrition & Kids,2704 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.753148, -122.406691)"
Papa Potrero Pizza,2700 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.753148, -122.406691)"
Jack in the Box,366 BAY SHORE BLVD,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.74174378, -122.40666128)"
vacant,166 LELAND AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,contractor,2009,"(37.712569, -122.406636)"
The Hub and Intersection for the Arts,925 MISSION ST,RACK,SIDEWALK,4,8,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.782154, -122.406601)"
City Lights Bookstore,261 COLUMBUS AVE,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.797601, -122.406579)"
Apple Store,1 STOCKTON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.785852, -122.406529)"
residential,141 LELAND AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,contractor,2009,"(37.712026, -122.406471)"
_undetermined,1320 POTRERO AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.751012, -122.406470)"
Bessie Carmichael (PreK & SA) CDC,375 07TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.776091, -122.406448)"
Westfield,835 MARKET ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.784397, -122.406404)"
San Francisco State Downtown Campus,835 MARKET ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.784397, -122.406404)"
Portola Branch Library,380 BACON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.727114, -122.406362)"
Oceanic Restaurant,101 UTAH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.767882, -122.406311)"
Dolby Labratories,999 BRANNAN ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2005,"(37.770096, -122.406279)"
Gene Friend Recreation Center,270 06TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.778623, -122.406247)"
James Rolph Jr. Playground,1451 HAMPSHIRE ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.74972741, -122.40623124)"
Wichcraft,868 MISSION ST,RACK,SIDEWALK,4,8,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.78410039, -122.40614459)"
Juicy Couture / Timberland,845 MARKET ST,RACK,SIDEWALK,5,10,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.784100, -122.406145)"
San Francisco Antique and Design,701 BAY SHORE BLVD,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.73597064, -122.40613868)"
